customer_id,transaction_id,age,gender,account_type,branch,account_open_date,transaction_date,balance_amount,currency,transaction_amount,transaction_type,credit_score,loan_amount,loan_status,loan_approved,occupation,annual_income,email,notes,income_flag,has_negative_income
CUST-1332,TXN747137,27.0,Male,Savings,Chicago,2024-02-18,2024-05-02,4693.59,USD,528.96,Withdrawal,644.0,7580.255,Unknown,Yes,Accountant,4126.38,lee.davis@,Loan disbursed to account,Normal,False
CUST-1897,TXN145016,23.0,Female,Fixed Deposit,New York,2019-11-10,2024-01-13,370.43,GBP,40.08,Withdrawal,562.0,1850.25,Default,No,Doctor,6180.67,sara.smith@outlook.com,Account dormant >6 months,Normal,False
CUST-1774,TXN454339,27.0,Male,Savings,Los Angeles,2023-06-02,2023-10-17,804.77,USD,446.89,Deposit,707.0,3241.29,Closed,Yes,Teacher,7900.14,john.davis@outlook.com,Unknown,Normal,False
CUST-2354,TXN423147,22.0,Female,Savings,Los Angeles,2018-12-12,2024-06-20,4431.01,GBP,1391.01,ATM,709.0,7580.255,Active,Yes,Doctor,4688.24,pat.davis@yahoo.com,Account dormant >6 months,Normal,False
CUST-1507,TXN365778,18.0,Male,Fixed Deposit,Houston,2022-12-08,2024-01-19,12348.5,USD,4615.32,Wire Transfer,682.0,3066.66,Closed,Unknown,Teacher,4688.24,sara.anderson@bank.org,Auto-debit setup confirmed,Normal,False
CUST-1773,TXN794967,52.0,Male,Checking,Chicago,2023-11-25,2024-01-04,798.32,USD,618.64,Wire Transfer,647.0,15467.39,Default,No,Teacher,6180.67,alex.brown@bank.org,Auto-debit setup confirmed,Normal,False
CUST-1034,TXN564637,49.0,Male,Fixed Deposit,Los Angeles,2019-03-31,2022-07-27,10099.85,EUR,1810.96,Deposit,668.0,29945.75,Unknown,No,Lawyer,8834.79,john.moore@,Account dormant >6 months,Normal,False
CUST-1924,TXN303200,49.0,Female,Fixed Deposit,Houston,2018-11-07,2018-11-30,5120.32,EUR,946.59,ATM,647.0,8250.4,Default,Yes,Doctor,11203.41,chris.davis@gmail.com,Account dormant >6 months,Normal,False
CUST-2944,TXN887112,25.0,Female,Savings,Houston,2020-12-01,2021-11-09,14416.97,USD,1508.39,Withdrawal,621.0,21015.37,Unknown,Yes,Lawyer,13833.08,alex.davis@bank.org,Unknown,Normal,False
CUST-3134,TXN242683,35.0,Female,Checking,Los Angeles,2020-07-22,2022-09-04,9999999.0,EUR,2399159.82,ATM,554.0,12678.92,Default,No,Engineer,7565720.46,Unknown,Unknown,Normal,False
cust9082,TXN811206,29.0,Male,Checking,Los Angeles,2019-10-11,2022-09-11,322.68,NGN,618.64,Withdrawal,647.0,8413.17,Default,Yes,Doctor,2381.8,lee.anderson@outlook.com,Auto-debit setup confirmed,Normal,False
CUST-2608,TXN367939,40.0,Female,Current,Chicago,2021-08-15,2023-08-28,19247.61,USD,5653.94,ATM,505.0,15295.73,Active,No,Lawyer,31873.11,jane.wilson@yahoo.com,Customer flagged for review,Normal,False
CUST-2204,TXN569165,28.0,Male,Checking,Los Angeles,2022-06-26,2023-09-22,2781.12,USD,680.15,Deposit,654.0,3204.93,Closed,Yes,Engineer,2245.32,jane.smith@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST--7564,TXN424773,31.0,Female,Savings,Los Angeles,2020-07-12,2024-05-27,1032.77,USD,614.42,Wire Transfer,644.0,6080.79,Closed,Yes,Teacher,4048.73,pat.brown@yahoo.com,Account dormant >6 months,Normal,False
cust7271,TXN622062,64.0,Female,Current,Chicago,2023-03-23,2023-07-29,6822.26,USD,802.83,Deposit,640.0,9393.34,Closed,Yes,unknown,6329.16,lee.moore@yahoo.com,Loan disbursed to account,Normal,False
CUST-2447,TXN686185,70.0,Male,Fixed Deposit,New York,2022-09-02,2024-02-05,215.62,GBP,65.78,Deposit,656.0,5600.89,Default,Yes,Accountant,6180.67,taylor.anderson@outlook.com,Account dormant >6 months,Normal,False
CUST-1680,TXN729354,29.0,Female,Checking,Los Angeles,2020-06-01,2021-01-13,5381.36,USD,1097.46,Withdrawal,627.0,18866.78,Active,Yes,Engineer,6139.09,taylor.smith@outlook.com,Unknown,Normal,False
CUST-2255,TXN172978,28.0,Male,Current,New York,2018-12-12,2020-05-13,3154.37,GBP,1221.3,Deposit,791.0,7580.255,Active,No,Accountant,6719.24,morgan.moore@outlook.com,KYC documents pending,Normal,False
CUST-1780,TXN242916,59.0,Male,Current,New York,2018-12-23,2020-09-02,4953.4,GBP,1081.21,Withdrawal,667.0,2905.17,Default,Yes,Accountant,7208.39,jane.wilson@gmail.com,KYC documents pending,Normal,False
CUST-3010,TXN261924,73.0,Male,Fixed Deposit,Los Angeles,2023-01-08,2023-04-30,3497.28,USD,-64.7,Withdrawal,647.0,9874.15,Default,Yes,Lawyer,6180.67,mike.davis@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST--2106,TXN721686,30.0,Male,Checking,New York,2022-12-27,2023-10-02,118533.42,GBP,38909.71,ATM,607.0,4345.34,Active,No,Lawyer,102063.93,sara.jones@bank.org,Account dormant >6 months,Normal,False
CUST-3145,TXN741728,40.0,Male,Fixed Deposit,Los Angeles,2022-08-20,2023-08-06,1008.76,USD,373.47,Wire Transfer,647.0,11070.75,Closed,Yes,Lawyer,5656.03,john.wilson@gmail.com,Unknown,Normal,False
CUST-2072,TXN139224,35.0,Female,Fixed Deposit,New York,2022-11-28,2023-09-05,107211.41,GBP,8041.69,Withdrawal,707.0,9061.58,Default,Yes,Teacher,165418.2,sara.jackson@gmail.com,Unknown,Normal,False
CUST-1681,TXN864810,65.0,Male,Fixed Deposit,Los Angeles,2020-02-10,2024-05-16,362.21,USD,148.85,ATM,786.0,7580.255,Active,No,Accountant,322.64,taylor.anderson@yahoo.com,Transaction verified by branch los angeles,Normal,False
CUST-1986,TXN727733,33.0,Female,Checking,New York,2021-10-09,2023-02-25,419.45,USD,-116.16,Deposit,599.0,16847.47,Active,No,Accountant,6180.67,pat.davis@,KYC documents pending,Normal,False
CUST-2116,TXN870968,42.0,Female,Checking,Houston,2021-01-31,2021-01-31,29783.9,USD,13600.43,Deposit,613.0,13952.18,Default,Yes,Lawyer,50046.99,taylor.taylor@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST-3179,TXN894348,50.0,Female,Savings,Chicago,2018-10-22,2021-07-18,127.24,NGN,-131.64,Wire Transfer,581.0,4692.57,Default,No,Doctor,3018.73,Unknown,Unknown,Normal,False
CUST-2302,TXN800796,27.0,Female,Fixed Deposit,Chicago,2018-05-13,2021-11-12,171.23,USD,315.38,ATM,551.0,4486.02,Closed,Yes,Lawyer,1963.9,alex.jackson@bank.org,Loan disbursed to account,Normal,False
CUST-1490,TXN793182,52.0,Male,Fixed Deposit,New York,2018-09-07,2022-03-18,1711.26,NGN,53.11,Wire Transfer,777.0,14198.9,Default,Yes,Lawyer,6180.67,Unknown,Auto-debit setup confirmed,Normal,False
CUST-1745,TXN779946,19.0,Male,Savings,New York,2018-11-25,2023-07-02,3171.59,EUR,765.69,ATM,726.0,2918.54,Closed,Unknown,Lawyer,7921.7,pat.jackson@bank.org,Loan disbursed to account,Normal,False
CUST-2762,TXN715508,48.0,Female,Checking,Phoenix,2018-04-13,2024-04-19,13273.71,GBP,5846.02,Withdrawal,657.0,-153.22,Default,No,Accountant,18848.05,john.wilson@gmail.com,Loan disbursed to account,Normal,False
CUST-1518,TXN293842,48.0,Unknown,Savings,Los Angeles,2018-03-03,2023-09-25,10003.44,USD,264.58,Deposit,688.0,13433.01,Default,Yes,Doctor,9660.9,mike.brown@gmail.com,Account dormant >6 months,Normal,False
CUST-1193,TXN976052,34.0,Female,Checking,New York,,2024-09-01,1345.62,USD,-5.65,Wire Transfer,641.0,2877.73,Closed,Yes,unknown,4688.24,taylor.brown@yahoo.com,Unknown,Normal,False
CUST-2898,TXN439303,58.0,Female,Savings,New York,2023-07-18,2024-04-07,339985.05,USD,47014.96,Deposit,683.0,6417.55,Active,No,Lawyer,547211.74,lee.moore@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST-2386,TXN307940,72.0,Male,Checking,Los Angeles,2022-02-24,2023-07-29,6289.79,USD,2799.01,Wire Transfer,701.0,1488.83,Closed,Yes,Accountant,9981.83,alex.wilson@outlook.com,Loan disbursed to account,Normal,False
CUST-2489,TXN384199,63.0,Male,Current,Los Angeles,2019-11-22,2020-04-03,1653.03,EUR,-221.95,Wire Transfer,530.0,2977.04,Default,Yes,Accountant,6180.67,mike.miller@bank.org,Customer flagged for review,Normal,False
CUST-1205,TXN308855,67.0,Female,Checking,New York,2018-06-22,2021-04-24,4472.42,GBP,148.83,Withdrawal,630.0,3269.64,Default,Yes,Teacher,348.93,taylor.miller@gmail.com,Auto-debit setup confirmed,Normal,False
CUST-2126,TXN120164,49.0,Female,Fixed Deposit,Los Angeles,,2020-12-12,11278.12,GBP,630.17,Deposit,638.0,14254.71,Default,No,unknown,30248.15,chris.jones@bank.org,Unknown,Normal,False
CUST-2890,TXN808025,21.0,Unknown,Checking,Los Angeles,2022-08-02,2023-08-04,554.63,EUR,401.87,Deposit,812.0,9386.96,Active,Yes,Doctor,3430.55,sara.wilson@,Unknown,Normal,False
CUST-1683,TXN197872,57.0,Male,Checking,Los Angeles,2020-03-28,2023-09-11,31080.41,NGN,14827.65,Wire Transfer,630.0,6003.88,Default,Yes,Accountant,47469.93,taylor.smith@outlook.com,Auto-debit setup confirmed,Normal,False
CUST-1419,TXN381452,24.0,Male,Fixed Deposit,Los Angeles,2021-10-14,2022-08-01,4687.66,GBP,1510.77,ATM,748.0,7330.84,Default,Yes,Engineer,8186.99,lee.jones@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST-1256,TXN618951,40.0,Female,Checking,Chicago,2019-01-19,2020-01-23,138708.07,EUR,46439.32,Deposit,741.0,4011.11,Closed,Yes,Doctor,238799.82,jane.taylor@bank.org,KYC documents pending,Normal,False
CUST-1910,TXN811609,54.0,Male,Savings,New York,,2021-05-14,3262.11,USD,562.43,Wire Transfer,749.0,7580.255,Active,Yes,Lawyer,963.28,Unknown,Loan disbursed to account,Normal,False
CUST-1333,TXN165814,27.0,Female,Savings,Phoenix,2021-05-25,2024-02-09,5613.23,NGN,2929.71,ATM,686.0,6347.67,Unknown,Yes,Doctor,9592.92,sara.jones@bank.org,Unknown,Normal,False
CUST-1456,TXN900028,60.0,Male,Fixed Deposit,Los Angeles,2023-07-09,2023-02-08,1765.21,USD,241.72,ATM,625.0,18032.7,Closed,No,Teacher,6180.67,lee.smith@yahoo.com,Customer flagged for review,Normal,False
CUST-1601,TXN238695,29.0,Male,Checking,Houston,2019-07-19,2022-07-17,9999999.0,USD,618.64,Wire Transfer,647.0,10150.8,Default,Yes,Teacher,13764036.46,john.jackson@yahoo.com,Customer flagged for review,Suspicious - Extreme,False
CUST-1594,TXN232177,48.0,Female,Savings,Los Angeles,2019-08-25,2020-01-09,661.21,GBP,330.17,Withdrawal,655.0,3937.35,Default,No,Accountant,1837.12,mike.davis@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST-1409,TXN907868,25.0,Male,Savings,Los Angeles,2018-05-05,2019-09-08,9581.04,USD,2707.46,Withdrawal,647.0,3575.29,Unknown,Yes,unknown,15391.42,alex.taylor@outlook.com,Loan disbursed to account,Normal,False
CUST-2511,TXN820990,59.0,Male,Fixed Deposit,New York,2020-11-23,2023-11-28,6089.74,EUR,2999.94,Deposit,570.0,2642.77,Active,No,unknown,1367.23,taylor.jones@gmail.com,Unknown,Normal,False
CUST-2544,TXN226763,38.0,Unknown,Checking,New York,2021-04-26,2023-03-21,33252.08,NGN,14874.57,Wire Transfer,757.0,7580.255,Default,Yes,unknown,57432.79,lee.anderson@yahoo.com,Unknown,Normal,False
CUST-1797,TXN591519,61.0,Female,Checking,Los Angeles,2019-07-11,2021-12-12,76694.41,GBP,30989.13,Deposit,647.0,22628.97,Default,No,Lawyer,142077.4,taylor.anderson@outlook.com,Customer flagged for review,Normal,False
CUST-2248,TXN448075,34.0,Female,Savings,Chicago,2022-02-08,2022-04-02,685.47,USD,-126.37,Withdrawal,596.0,9831.82,Unknown,Yes,Accountant,4688.24,chris.jones@gmail.com,Unknown,Normal,False
CUST-1404,TXN863181,46.0,Female,Checking,Chicago,2018-08-30,2018-09-11,5593.15,USD,2026.23,ATM,615.0,16686.94,Closed,Yes,Lawyer,4688.24,alexwilsongmail.com,Unknown,Normal,False
CUST-1623,TXN882504,44.0,Unknown,Checking,Los Angeles,2021-02-12,2021-04-18,12883.79,NGN,4725.03,ATM,550.0,8560.67,Active,No,Doctor,3596.47,patjonesgmail.com,Loan disbursed to account,Normal,False
cust2742,TXN668716,39.0,Female,Fixed Deposit,Chicago,2019-10-31,2020-11-09,11416.21,EUR,929.67,Withdrawal,733.0,7580.255,Unknown,Yes,Accountant,27172.46,jane.taylor@gmail.com,KYC documents pending,Normal,False
CUST-1321,TXN307488,74.0,Male,Fixed Deposit,Phoenix,2020-04-23,2022-10-23,13285.12,EUR,4089.07,Wire Transfer,525.0,5281.07,Active,No,unknown,18776.99,chris.wilson@outlook.com,Account dormant >6 months,Normal,False
CUST-1793,TXN561644,61.0,Male,Fixed Deposit,Phoenix,2021-01-06,2023-06-29,528.48,GBP,-260.67,ATM,506.0,2089.23,Unknown,No,Engineer,6180.67,taylor.wilson@bank.org,KYC documents pending,Normal,False
CUST-1578,TXN430726,35.0,Male,Checking,New York,,2022-06-25,5763.22,NGN,2020.33,Deposit,686.0,7580.255,Default,Yes,Teacher,8639.52,chris.anderson@gmail.com,Unknown,Normal,False
CUST-2583,TXN818849,39.0,Female,Fixed Deposit,New York,2022-03-23,2023-01-26,9146.87,EUR,2601.96,Wire Transfer,686.0,7580.255,Active,Yes,Engineer,4688.24,morgan.smith@bank.org,Loan disbursed to account,Normal,False
CUST-1485,TXN407565,42.0,Male,Fixed Deposit,Chicago,2023-07-31,2024-03-10,567.61,EUR,203.32,ATM,625.0,17670.65,Closed,Yes,Engineer,6970.87,pat.brown@bank.org,KYC documents pending,Normal,False
CUST-1644,TXN491823,49.0,Female,Savings,New York,2020-01-23,2022-06-22,633.47,NGN,202.81,Withdrawal,647.0,6515.6,Active,Yes,Teacher,6180.67,mike.wilson@bank.org,Customer flagged for review,Normal,False
CUST-1670,TXN857440,33.0,Female,Checking,Los Angeles,2020-01-27,2020-09-08,1373.83,USD,397.68,Withdrawal,633.0,3840.75,Closed,No,Teacher,1112.23,john.moore@bank.org,Unknown,Normal,False
CUST--6378,TXN731312,62.0,Female,Fixed Deposit,Houston,2020-10-17,2021-01-06,795.04,USD,-19.72,Wire Transfer,744.0,7580.255,Closed,Yes,Lawyer,6180.67,chris.jackson@outlook.com,Customer flagged for review,Normal,False
CUST-2264,TXN314593,65.0,Female,Fixed Deposit,Chicago,2018-04-10,2021-06-17,801.3,USD,31.23,ATM,730.0,7751.48,Default,Yes,Lawyer,7654.71,pat.miller@outlook.com,Unknown,Normal,False
CUST-1869,TXN163382,57.0,Female,Checking,Los Angeles,2024-04-27,2024-05-14,1500.01,USD,201.17,Wire Transfer,620.0,2104.75,Active,No,Accountant,6180.67,sara.moore@outlook.com,KYC documents pending,Normal,False
CUST-1095,TXN620856,75.0,Female,Checking,Houston,2020-10-23,2024-04-30,167.64,USD,26.34,Withdrawal,654.0,95153.07,Closed,No,Teacher,6180.67,jane.brown@bank.org,Account dormant >6 months,Normal,False
CUST-1436,TXN877093,22.0,Male,Fixed Deposit,New York,2022-01-19,2022-10-16,837.54,USD,-18.73,Wire Transfer,732.0,7580.255,Active,Yes,Lawyer,6180.67,sara.taylor@yahoo.com,Unknown,Normal,False
CUST-2295,TXN896962,27.0,Female,Savings,Los Angeles,2021-12-03,2023-11-22,45631.24,USD,14697.44,Withdrawal,660.0,808.99,Closed,Yes,Lawyer,81940.02,mike.taylor@bank.org,Loan disbursed to account,Normal,False
CUST-2106,TXN824349,33.0,Female,Checking,Los Angeles,2020-12-17,2021-10-28,830.0,EUR,332.62,ATM,700.0,5043.33,Default,No,Teacher,6180.67,pat.anderson@bank.org,KYC documents pending,Normal,False
CUST-2770,TXN728176,67.0,Male,Fixed Deposit,Los Angeles,2022-08-20,2024-01-20,1449.74,USD,618.64,ATM,647.0,2546.78,Default,No,unknown,6180.67,Unknown,Unknown,Normal,False
CUST-2390,TXN290050,37.0,Male,Savings,Phoenix,2023-07-05,2023-10-08,3675.63,GBP,1563.17,Deposit,727.0,21315.25,Closed,Yes,Lawyer,5135.64,jane.miller@yahoo.com,Unknown,Normal,False
CUST-2758,TXN632859,69.0,Male,Savings,Los Angeles,2020-06-13,2024-01-07,12453.59,NGN,6173.38,Wire Transfer,599.0,3996.98,Closed,No,Lawyer,6180.67,alex.davis@bank.org,KYC documents pending,Normal,False
CUST-2205,TXN743875,24.0,Male,Checking,New York,2022-04-01,2023-01-01,315.4,USD,417.35,ATM,625.0,4969.7,Active,No,Teacher,8343.56,mike.jackson@bank.org,Unknown,Normal,False
CUST-3183,TXN111659,48.0,Male,Checking,New York,2018-04-26,2024-05-19,9999999.0,USD,1845176.85,Deposit,705.0,1623.53,Active,No,unknown,11301771.11,chris.wilson@outlook.com,KYC documents pending,Suspicious - Extreme,False
CUST-1889,TXN114957,20.0,Male,Savings,New York,2022-10-04,2023-09-07,1349.59,USD,537.76,Withdrawal,536.0,3071.36,Active,No,Doctor,186.51,pat.wilson@bank.org,Customer flagged for review,Normal,False
CUST-2477,TXN239009,41.0,Female,Current,Chicago,2021-11-26,2024-04-01,3053.94,USD,366.18,ATM,608.0,3211.87,Default,Yes,Teacher,6180.67,john.miller@bank.org,Account dormant >6 months,Normal,False
CUST-1738,TXN682296,52.0,Male,Checking,Houston,2020-08-19,2022-09-09,7113.76,USD,2967.54,Deposit,718.0,7580.255,Active,Yes,unknown,17016.24,taylor.jones@yahoo.com,Unknown,Normal,False
CUST-2473,TXN409161,36.0,Male,Checking,Chicago,2021-11-24,2023-04-09,745.39,EUR,21.03,Withdrawal,632.0,11917.34,Active,Yes,unknown,3989.18,pat.jones@yahoo.com,KYC documents pending,Normal,False
CUST-1520,TXN193351,30.0,Female,Savings,Phoenix,2018-05-16,2022-04-30,209.85,USD,-76.29,Withdrawal,617.0,7580.255,Closed,No,Engineer,888.67,mike.anderson@yahoo.com,Loan disbursed to account,Normal,False
CUST-1980,TXN164758,35.0,Male,Fixed Deposit,Chicago,2019-09-12,2021-01-06,143.64,NGN,-3.91,Withdrawal,602.0,3082.24,Default,Yes,Doctor,6180.67,jane.jackson@bank.org,Unknown,Normal,False
CUST-2008,TXN482929,48.0,Female,Checking,Phoenix,2018-05-27,2024-06-08,609.32,EUR,-377.24,ATM,666.0,14896.85,Closed,Yes,Doctor,4688.24,chris.smith@yahoo.com,Unknown,Normal,False
CUST-2413,TXN648322,44.0,Female,Fixed Deposit,Chicago,2018-01-07,2018-05-23,3283.81,GBP,1043.08,Deposit,655.0,63437.55,Default,Yes,Doctor,6180.67,morgan.anderson@outlook.com,Unknown,Normal,False
CUST-2682,TXN755549,44.0,Male,Savings,New York,2019-05-30,2019-06-06,2160.71,GBP,-562.69,Wire Transfer,593.0,7580.255,Active,Yes,Doctor,5400.56,alex.smith@bank.org,Unknown,Normal,False
CUST-1906,TXN245535,30.0,Unknown,Checking,New York,2023-05-23,2024-04-04,2597.31,USD,821.57,Wire Transfer,693.0,20943.73,Active,Yes,Doctor,2480.8,mike.smith@outlook.com,KYC documents pending,Normal,False
CUST-1191,TXN746281,62.0,Female,Current,Los Angeles,2020-10-05,2024-05-09,421.28,EUR,289.45,ATM,679.0,3165.67,Closed,No,Lawyer,4688.24,morgan.smith@yahoo.com,KYC documents pending,Normal,False
CUST-2359,TXN770978,50.0,Unknown,Fixed Deposit,Los Angeles,2022-10-26,2023-09-03,804.74,USD,-30.92,ATM,567.0,7580.255,Active,No,Engineer,6180.67,taylor.smith@outlook.com,Customer flagged for review,Normal,False
CUST-2809,TXN217816,60.0,Female,Fixed Deposit,New York,2023-03-17,2024-03-17,170.83,USD,39.16,ATM,826.0,18122.93,Closed,Yes,Lawyer,11088.12,jane.taylor@yahoo.com,Account dormant >6 months,Normal,False
CUST-1371,TXN414637,31.0,Male,Savings,Los Angeles,2019-10-09,2021-08-05,1885.9,GBP,145.89,ATM,635.0,8575.37,Closed,Yes,Engineer,4347.92,lee.davis@,Loan disbursed to account,Normal,False
CUST-3128,TXN569865,47.0,Female,Checking,Los Angeles,2018-07-07,2020-01-08,8351.2,GBP,1388.4,Wire Transfer,604.0,7580.255,Default,Yes,Accountant,7735.03,chris.jackson@yahoo.com,Unknown,Normal,False
CUST-3176,TXN298275,18.0,Male,Checking,New York,2018-11-12,2020-09-12,375.16,GBP,184.93,ATM,647.0,7580.255,Closed,No,Lawyer,6180.67,mike.jackson@gmail.com,Auto-debit setup confirmed,Normal,False
CUST-2857,TXN425267,71.0,Female,Checking,Los Angeles,2019-11-04,2021-12-02,217.64,GBP,-140.92,Deposit,624.0,10015.4,Unknown,Yes,Accountant,5436.1,taylor.taylor@outlook.com,Account dormant >6 months,Normal,False
CUST-3096,TXN126946,64.0,Female,Fixed Deposit,New York,2022-06-20,2023-07-27,7498.38,EUR,1871.69,ATM,530.0,6336.01,Active,Yes,Lawyer,8725.6,alex.anderson@gmail.com,Unknown,Normal,False
CUST-1768,TXN509977,23.0,Male,Savings,New York,2019-12-02,2023-09-12,220268.95,EUR,62843.67,Wire Transfer,734.0,6817.16,Closed,Yes,Lawyer,269987.36,pat.anderson@outlook.com,Auto-debit setup confirmed,Normal,False
CUST-2216,TXN692837,36.0,Male,Savings,Houston,2018-10-12,2023-03-08,1267.15,EUR,-205.46,Wire Transfer,647.0,7580.255,Active,Yes,Engineer,5321.54,pat.miller@gmail.com,Loan disbursed to account,Normal,False
CUST-2142,TXN355630,30.0,Male,Checking,New York,2022-01-17,2024-02-11,1886.01,NGN,310.07,Wire Transfer,623.0,2119.5,Active,No,Teacher,5823.33,morgan.brown@gmail.com,KYC documents pending,Normal,False
CUST-2844,TXN554477,63.0,Male,Checking,Chicago,2021-03-30,2024-05-23,5928.84,EUR,1162.35,Wire Transfer,729.0,-158.56,Active,Yes,unknown,8307.54,mike.jones@yahoo.com,Loan disbursed to account,Normal,False
CUST-2879,TXN591022,69.0,Female,Savings,Los Angeles,2022-11-28,2024-04-14,16642.76,EUR,760.39,Withdrawal,556.0,28989.35,Default,No,Accountant,25575.63,sara.taylor@outlook.com,Transaction verified by branch LA,Normal,False
CUST-1551,TXN838359,54.0,Male,Savings,New York,2018-09-01,2022-02-19,7207.16,NGN,730.84,Deposit,686.0,61347.5,Default,Yes,Accountant,9999999999.0,Unknown,KYC documents pending,Suspicious - Extreme,False
CUST--1820,TXN377388,27.0,Male,Current,Los Angeles,2018-03-25,2022-06-13,7944.37,USD,3381.31,Wire Transfer,647.0,26291.49,Default,Unknown,Teacher,6180.67,jane.brown@outlook.com,Unknown,Normal,False
CUST-1917,TXN297006,34.0,Female,Checking,Los Angeles,2018-10-03,2020-05-20,20660.25,USD,9157.16,Wire Transfer,561.0,11470.82,Default,Yes,Engineer,31520.07,mike.brown@gmail.com,Auto-debit setup confirmed,Normal,False
CUST-2620,TXN620356,30.0,Female,Checking,Chicago,2022-03-13,2022-12-08,6037.37,GBP,3043.73,Withdrawal,687.0,14900.28,Active,No,Teacher,5931.74,john.moore@yahoo.com,Unknown,Normal,False
CUST-2891,TXN244379,50.0,Male,Checking,Houston,2019-08-24,2024-04-14,4034.38,EUR,1560.0,Wire Transfer,640.0,7827.79,Active,Yes,Engineer,8922.93,morgan.miller@outlook.com,Loan disbursed to account,Normal,False
CUST-1441,TXN897872,48.0,Male,Savings,Los Angeles,2020-06-05,2020-12-26,3837.94,GBP,824.08,Wire Transfer,569.0,25333.39,Active,Yes,Engineer,8602.29,lee.wilson@yahoo.com,KYC documents pending,Normal,False
CUST-1702,TXN381249,40.0,Female,Current,Phoenix,2022-07-10,2023-09-20,4113.67,USD,457.18,Wire Transfer,728.0,19324.99,Active,Yes,Teacher,919.86,sara.davis@bank.org,Transaction verified by branch Phoenix,Normal,False
CUST-1830,TXN617430,36.0,Female,Checking,New York,2024-05-20,2024-06-05,592.25,USD,319.69,Wire Transfer,675.0,16107.91,Active,Yes,Doctor,7888.55,mike.brown@bank.org,Customer flagged for review,Normal,False
CUST-2825,TXN766089,54.0,Male,Savings,Los Angeles,2023-11-06,2024-02-12,5294.28,GBP,2207.88,ATM,668.0,5508.11,Active,No,unknown,3733.53,jane.taylor@bank.org,Loan disbursed to account,Normal,False
CUST-1767,TXN795317,57.0,Male,Savings,New York,2022-07-15,2023-02-16,13509.74,EUR,5829.14,ATM,664.0,20700.55,Default,No,Doctor,4688.24,morgan.miller@bank.org,Transaction verified by branch New York,Normal,False
CUST-3187,TXN947557,71.0,Unknown,Checking,Los Angeles,2022-06-26,2023-05-15,2280.11,GBP,780.48,Deposit,600.0,3550.47,Active,No,Doctor,4558.7,chris.jones@bank.org,Unknown,Normal,False
CUST-2999,TXN736151,25.0,Female,Fixed Deposit,New York,2018-12-23,2021-05-20,1426.08,GBP,227.84,Deposit,508.0,8263.02,Default,No,Teacher,1731.89,john.smith@bank.org,Unknown,Normal,False
CUST-1331,TXN449682,70.0,Female,Savings,Los Angeles,2023-09-24,2024-06-14,7770.54,USD,3257.07,Wire Transfer,780.0,-515.53,Active,Yes,Lawyer,7599.68,john.jones@yahoo.com,KYC documents pending,Normal,False
CUST-2494,TXN180118,22.0,Male,Fixed Deposit,Houston,2018-07-20,2020-09-12,5543.74,USD,2670.44,ATM,672.0,-982.14,Default,Yes,Doctor,12911.03,morgan.moore@outlook.com,Transaction verified by branch Houston,Normal,False
CUST-2521,TXN310930,43.0,Female,Savings,Houston,2023-05-01,2023-01-07,1031.4,EUR,214.35,Deposit,592.0,2628.96,Default,Unknown,Accountant,1647.19,jane.smith@gmail.com,Transaction verified by branch Houston,Normal,False
CUST-1951,TXN143831,48.0,Female,Savings,New York,2024-03-14,2024-03-20,14846.92,GBP,5070.28,Wire Transfer,641.0,7580.255,Active,Yes,Accountant,6069.64,alex.moore@outlook.com,Customer flagged for review,Normal,False
CUST-2095,TXN331840,54.0,Male,Current,New York,2019-10-22,2023-12-14,616.5,USD,286.54,Deposit,555.0,14586.56,Closed,No,unknown,4238.3,taylor.moore@outlook.com,Loan disbursed to account,Normal,False
CUST-2130,TXN580451,66.0,Male,Fixed Deposit,Los Angeles,2019-04-19,2020-06-02,1510.02,GBP,-272.38,Deposit,623.0,16862.19,Closed,Yes,Teacher,6180.67,taylor.davis@bank.org,Unknown,Normal,False
CUST-3116,TXN190727,56.0,Male,Fixed Deposit,Los Angeles,2023-12-18,2024-05-13,3906.74,USD,512.4,Wire Transfer,602.0,7580.255,Closed,Unknown,Lawyer,2394.8,morgan.moore@outlook.com,Auto-debit setup confirmed,Normal,False
CUST-2992,TXN660774,45.0,Male,Checking,New York,2018-06-18,2018-09-23,197.86,USD,211.01,Deposit,647.0,2955.93,Default,Yes,Teacher,6180.67,taylor.jones@gmail.com,Unknown,Normal,False
CUST-1762,TXN500967,22.0,Female,Savings,Chicago,2018-10-25,2023-01-19,29285.8,USD,-0.01,ATM,708.0,48136.64,Default,Yes,Accountant,31391.89,morgan.anderson@yahoo.com,Loan disbursed to account,Normal,False
CUST--6705,TXN426708,26.0,Female,Checking,New York,2019-05-01,2023-03-22,2258.93,EUR,62.18,Withdrawal,733.0,7580.255,Active,No,Engineer,6180.67,mike.miller@,KYC documents pending,Normal,False
CUST-1940,TXN582274,34.0,Female,Savings,Los Angeles,2021-01-01,2023-11-22,1884.79,GBP,9999999.0,Wire Transfer,700.0,4031.12,Closed,Yes,Lawyer,9772.53,lee.davis@bank.org,Unknown,Normal,False
