customer_id,transaction_id,age,gender,account_type,branch,account_open_date,transaction_date,balance_amount,currency,transaction_amount,transaction_type,credit_score,loan_amount,loan_status,loan_approved,occupation,annual_income,email,notes
CUST-2558,TXN441379,25,M,Fixed Deposit,New York,01-17-2022,2023-07-04,8936.03,NGN,1385.54,Withdrawal,714,63566.7,DEFAULT,Yes,teachr,13625.97,alex.wilson@bank.org,Loan disbursed to account
CUST-2306,TXN316277,41,MALE,FD,los angeles,2021-06-28,2021-08-12,200.87,USD,-432.52,ATM,608,5997.03,Default,no,LAWYER,-2968.73,john.wilson@outlook.com,
CUST--1893,TXN874773,58,female,FD,Phoenix,2021-11-19,11/10/2022,754.1,GBP,-61.19,Deposit,638,11021.6,DEFAULT,YES,accountant,-1460.87,jane.smith@yahoo.com,Transaction verified by branch Phoenix
CUST-1178,TXN202344,65,M,CHECKING,Los Angeles,2020-07-03,2022-05-12,1213.07,EUR,,Withdrawal,607,3792.83,,No,enginr,2059.5,mike.jones@yahoo.com,Transaction v
CUST-2594,TXN122716,65,male,savings,,11-Oct-2019,12/15/2021,328.1,EUR,130.91,DEPOSIT,591,23312.03,DEFAULT,Yes,Engineer,5115.58,john.moore@outlook.com,
CUST-2441,TXN537889,,Male,SAVINGS,los angeles,2023-02-11,2023-06-11,1883.67,eur,290.43,Transfer,593,44017.68,,no,aucountant,2011.84,chris.jones@outlook.com,KYC documents pending
CUST-1416,TXN272734,66,female,checking,LA,04/11/2022,13/12/2023,4840.39,eur,1457.22,Transfer,612,1644.67,Default,no,Docter,9817.0,john.miller@outlook.com,Account dormant >6 months
CUST-1512,TXN580140,61,Male,Checking,los angeles,12-30-2021,02/05/2022,2400.0, USD,942.91,Wire Transfer,625,1219.73,Defaulted,yes,teaghr,4430.74,john.anderson@yahoo.com,
CUST-1662,TXN498649,53,female,FD,New York,2018-10-24,03/10/2023,978.75,gbp,177.19,Withdrawal,748,43696.11,closed,yes,Doctor,3201.34,john.smith@outlook.com,Auto-debit setup confirmed
CUST-1252,TXN415504,70,male,savings,los angeles,23/07/2022,2022-10-13,1167.68,gbp,207.27,Withdrawal,691,3921.6,closed,Yes,Teacher,2079.47,chris.jackson@yahoo.com,
CUST-1816,TXN689741,51,MALE,savings,Phoenix,30-Apr-2018,07/28/2023,607.34,USD ,-131.68,DEPOSIT,547,21543.2,closed,NO,LAWYER,-10079.64,sara.taylor@gmail.com,
CUST-3193,TXN211266,42,F,FD,N.Y.,2019-08-09,18/12/2022,42398.56,NGN,13398.71,Wire Transfer,701,11572.8,Default,,Engineer,38585.62,john.wilson@yahoo.com,Account dormant >6 months
CUST-1311,TXN231211,43,F,FD,CHI,03-Apr-2023,2024-02-25,3155.82,NGN,630.0,withdrawal,,,ACTIVE,Yes,Accountant,949.24,taylor.jackson@bank.org,Account dormant >6 months
CUST-1856,TXN496240,63,M,SAVINGS,N.Y.,08/25/21,02/02/2023,536.72,eur,214.45,Wire Transfer,644,,closed,Yes,Lawyer,1169.35,john.jackson@gmail.com,
CUST-1994,TXN443461,60,Male,Fixed Deposit,CHI,10/04/18,2020-06-22,1117.84,USD,129.2,Transfer,646,1665.4,,NO,Docter,,morgan.smith@gmail.com,Auto-debit setup confirmed
CUST-1417,TXN611482,73,M,Checking,los angeles,12/23/23,2024-01-08,1340.7,EUR,169.93,Wire Transfer,420,7883.17,Defaulted,NO,accountant,9935.86,chris.anderson@bank.org,Auto-debit setup confirmed
CUST-1332,TXN747137,27,M,SAVINGS,Chicago,02-18-2024,2024-05-02,4693.59,USD ,528.96,Withdrawal,644,,,YES,accountant,4126.38,lee.davis@,Loan disbursed to account
CUST-2401,TXN377942,200,M,fixed deposit,Los Angeles,11/09/20,2023-05-15,12530.95,EUR,1391.59,atm,748,8041.02,Active,no,Engineer,20448.88,mike.jackson@outlook.com,Customer flagged for review
CUST-1897,TXN145016,23,Female,fixed deposit,new york,11/10/19,13/01/2024,370.43,gbp,40.08,Withdrawal,562,1850.25,Defaulted,No,Doctor,-3110.9,sara.smith@outlook.com,Account dormant >6 months
CUST-1774,TXN454339,27,MALE,SAVINGS,,02-Jun-2023,2023-10-17,804.77,USD,446.89,DEPOSIT,707,3241.29,closed,yes,Teacher,7900.14,john.davis@outlook.com,
CUST-2354,TXN423147,22,female,savings,los angeles,2018-12-12,2024-06-20,4431.01,gbp,1391.01,atm,709,,Active,Yes,Docter,,pat.davis@yahoo.com,Account dormant >6 months
CUST-1507,TXN365778,18,Male,fixed deposit,Houston,08-Dec-2022,01/19/2024,12348.5, USD,4615.32,Transfer,682,3066.66,Closed,,Teacher,,sara.anderson@bank.org,Auto-debit setup confirmed
CUST-1773,TXN794967,52,Male,CHECKING,CHI,2023-11-25,01/04/2024,798.32, USD,,Transfer,,15467.39,DEFAULT,No,Teacher,-320.91,alex.brown@bank.org,Auto-debit setup confirmed
CUST-1034,TXN564637,49,MALE,FD,Los Angeles,2019-03-31,2022-07-27,10099.85,EUR,1810.96,Deposit,668,29945.75,,No,LAWYER,8834.79,john.moore@,Account dormant >6 months
CUST-1924,TXN303200,49,female,Fixed Deposit,Houston,07-Nov-2018,11/30/2018,5120.32,eur,946.59,atm,647,8250.4,Defaulted,Yes,Doctor,11203.41,chris.davis@gmail.com,Account dormant >6 months
CUST-2944,TXN887112,25,F,savings,Houston,01-Dec-2020,11/09/2021,14416.97, USD,1508.39,Withdrawal,621,21015.37,,Yes,Lawyer,13833.08,alex.davis@bank.org,
CUST-3134,TXN242683,35,F,checking,los angeles,2020-07-22,09/04/2022,9999999,eur,2399159.82,ATM,554,12678.92,DEFAULT,NO,Engineer,7565720.46,,
cust9082,TXN811206,29,M,checking,los angeles,10/11/19,09/11/2022,322.68,NGN,,Withdrawal,,8413.17,Defaulted,YES,Docter,2381.8,lee.anderson@outlook.com,Auto-debit setup confirmed
CUST-2608,TXN367939,40,female,Current,Chicago,2021-08-15,2023-08-28,19247.61, USD,5653.94,atm,505,15295.73,ACTIVE,no,LAWYER,31873.11,jane.wilson@yahoo.com,Customer flagged for review
CUST-2204,TXN569165,28,MALE,Checking,,06/26/22,2023-09-22,2781.12,USD,680.15,DEPOSIT,654,3204.93,Closed,Yes,enginr,2245.32,jane.smith@yahoo.com,Auto-debit setup confirmed
CUST--7564,TXN424773,31,female,savings,,07/12/20,2024-05-27,1032.77, USD,614.42,wire transfer,644,6080.79,closed,Yes,Teacher,4048.73,pat.brown@yahoo.com,Account dormant >6 months
cust7271,TXN622062,64,F,Current,CHI,23/03/2023,07/29/2023,6822.26,USD ,802.83,DEPOSIT,640,9393.34,Closed,Yes,,6329.16,lee.moore@yahoo.com,Loan disbursed to account
CUST-2447,TXN686185,70,MALE,Fixed Deposit,New York,02-Sep-2022,02/05/2024,215.62,GBP,65.78,Deposit,656,5600.89,Default,Yes,Accogntant,-7694.45,taylor.anderson@outlook.com,Account dormant >6 months
CUST-1680,TXN729354,29,Female,checking,los angeles,06/01/2020,01/13/2021,5381.36,USD,1097.46,withdrawal,627,18866.78,active,Yes,Engineer,6139.09,taylor.smith@outlook.com,
CUST-2255,TXN172978,28,Male,Current,new york,2018-12-12,2020-05-13,3154.37,gbp,1221.3,DEPOSIT,791,,active,No,accountant,6719.24,morgan.moore@outlook.com,KYC documents pending
CUST-1780,TXN242916,59,M,Current,New York,23/12/2018,09/02/2020,4953.4,GBP,1081.21,Withdrawal,667,2905.17,DEFAULT,Yes,Accountant,7208.39,jane.wilson@gmail.com,KYC documents pending
CUST-3010,TXN261924,73,Male,fixed deposit,los angeles,08-Jan-2023,30/04/2023,3497.28, USD,-64.7,withdrawal,,9874.15,Defaulted,YES,Lawyer,-9168.4,mike.davis@yahoo.com,Auto-debit setup confirmed
CUST--2106,TXN721686,30,M,checking,new york,12-27-2022,10/02/2023,118533.42,gbp,38909.71,atm,607,4345.34,Active,No,LAWYER,102063.93,sara.jones@bank.org,Account dormant >6 months
CUST-2336,TXN785931,-1,female,fixed deposit,N.Y.,07/21/19,24/07/2019,725.54,GBP,-55.46,withdrawal,632,18716.38,DEFAULT,yes,enginr,-893.78,pat.smith@yahoo.com,Auto-
CUST-3145,TXN741728,40,male,FD,Los Angeles,08/20/22,08/06/2023,1008.76,USD ,373.47,Wire Transfer,,11070.75,Closed,Yes,LAWYER,5656.03,john.wilson@gmail.com,
CUST-2072,TXN139224,35,Female,FD,New York,28/11/2022,09/05/2023,107211.41,GBP,8041.69,withdrawal,707,9061.58,Defaulted,Yes,Teacher,165418.2,sara.jackson@gmail.com,
CUST-1681,TXN864810,65,M,Fixed Deposit,los angeles,2020-02-10,16/05/2024,362.21, USD,148.85,ATM,786,,active,NO,Accountant,322.64,taylor.anderson@yahoo.com,Transaction verified by branch los angeles
CUST-1986,TXN727733,33,female,CHECKING,New York,10/09/21,2023-02-25,419.45,USD ,-116.16,Deposit,599,16847.47,active,NO,Accountant,-591.55,pat.davis@,KYC documents pending
CUST-2116,TXN870968,42,FEMALE,CHECKING,Houston,31/01/2021,01/31/2021,29783.9,USD,13600.43,Deposit,613,13952.18,DEFAULT,Yes,Lawyer,50046.99,taylor.taylor@yahoo.com,Auto-debit setup confirmed
CUST-3179,TXN894348,50,Female,Savings,CHI,10/22/18,07/18/2021,127.24,NGN,-131.64,Wire Transfer,581,4692.57,Default,no,Doctor,3018.73,,
CUST-2302,TXN800796,27,F,FD,CHI,2018-05-13,2021-11-12,171.23,usd,315.38,ATM,551,4486.02,closed,Yes,Lawyer,1963.9,alex.jackson@bank.org,Loan disbursed to account
CUST-1490,TXN793182,52,MALE,FD,N.Y.,2018-09-07,2022-03-18,1711.26,NGN,53.11,Transfer,777,14198.9,Defaulted,Yes,LAWYER,-279.02,,Auto-debit setup confirmed
CUST-1745,TXN779946,19,M,Savings,New York,25/11/2018,07/02/2023,3171.59,eur,765.69,ATM,726,2918.54,Closed,,LAWYER,7921.7,pat.jackson@bank.org,Loan disbursed to account
CUST-2762,TXN715508,48,Female,checking,Phoenix,04-13-2018,2024-04-19,13273.71,gbp,5846.02,Withdrawal,657,-153.22,DEFAULT,no,Accountanq,18848.05,john.wilson@gmail.com,Loan disbursed to account
CUST-1518,TXN293842,,,savings,LA,03/03/2018,25/09/2023,10003.44,usd,264.58,DEPOSIT,688,13433.01,DEFAULT,YES,Doctor,9660.9,mike.brown@gmail.com,Account dormant >6 months
CUST-1153,TXN261712,68,MALE,Checking,,16-Jun-2021,20/12/2022,742.19,NGN,198.08,Withdrawal,950,316.95,Active,Yes,LAWYER,-4685.31,mike.davis@gmail.com,KYC documents pending
CUST-2562,TXN897811,63,male,SAVINGS,los angeles,23/07/2019,02/12/2023,8206.7,USD,3529.5,atm,866,,Defaulted,YES,,6789.25,alex.anderson@yahoo.com,
CUST-2719,TXN477031,51,,Savings,new york,12-03-2018,04/08/2021,488.32,gbp,-128.31,withdrawal,950,468.7,Closed,yes,Teacher,3261.41,,Customer flagged for review
CUST-1193,TXN976052,34,F,CHECKING,new york,00/13/2019,09/01/2024,1345.62, USD,-5.65,Wire Transfer,641,2877.73,Closed,Yes,eocter,,taylor.brown@yahoo.com,
CUST-2898,TXN439303,58,Female,savings,new york,18-Jul-2023,2024-04-07,339985.05, USD,47014.96,Deposit,683,6417.55,Active,no,Lawyer,547211.74,lee.moore@yahoo.com,Auto-debit setup confirmed
CUST-2386,TXN307940,72,MALE,checking,Los Angeles,24-Feb-2022,07/29/2023,6289.79, USD,2799.01,wire transfer,701,1488.83,Closed,YES,Accountant,9981.83,alex.wilson@outlook.com,Loan disbursed to account
CUST-2489,TXN384199,63,MALE,Current,los angeles,22/11/2019,04/03/2020,1653.03,eur,-221.95,wire transfer,530,2977.04,DEFAULT,Yes,Accountant,-2815.05,mike.miller@bank.org,Customer flagged for review
CUST-1205,TXN308855,67,F,checking,new york,06/22/18,2021-04-24,4472.42,GBP,148.83,Withdrawal,630,3269.64,Defaulted,Yes,teachr,348.93,taylor.miller@gmail.com,Auto-debit setup confirmed
CUST-2126,TXN120164,49,F,Fixed Deposit,los angeles,00/13/2019,12/12/2020,11278.12,GBP,630.17,DEPOSIT,638,14254.71,Default,no,,30248.15,chris.jones@bank.org,
CUST-2890,TXN808025,21,,CHECKING,los angeles,02-Aug-2022,2023-08-04,554.63,eur,401.87,DEPOSIT,812,9386.96,ACTIVE,Yes,Doctmr,3430.55,sara.wilson@,
CUST-1683,TXN197872,57,M,Checking,,2020-03-28,2023-09-11,31080.41,NGN,14827.65,wire transfer,630,6003.88,Default,YES,accountant,47469.93,taylor.smith@outlook.com,Auto-debit setup confirmed
CUST-1419,TXN381452,24,MALE,fixed deposit,,10/14/21,2022-08-01,4687.66,GBP,1510.77,atm,748,7330.84,Default,Yes,Engineer,8186.99,lee.jones@yahoo.com,Auto-debit setup confirmed
CUST-1256,TXN618951,40,FEMALE,Checking,Chicago,01-19-2019,23/01/2020,138708.07,EUR,46439.32,Deposit,741,4011.11,Closed,YES,Doctor,238799.82,jane.taylor@bank.org,KYC documents pending
CUST-1910,TXN811609,54,M,SAVINGS,N.Y.,,14/05/2021,3262.11,usd,562.43,Wire Transfer,749,,active,yes,Lawyer,963.28,,Loan disbursed to account
CUST-1333,TXN165814,27,female,savings,Phoenix,25-May-2021,2024-02-09,5613.23,NGN,2929.71,atm,686,6347.67,,YES,Doctor,9592.92,sara.jones@bank.org,
CUST-1456,TXN900028,60,M,FD,Los Angeles,09-Jul-2023,02/08/2023,1765.21,usd,241.72,atm,625,18032.7,Closed,no,Teacher,-6150.01,lee.smith@yahoo.com,Customer flagged for review
CUST-1533,TXN201042,-5,M,FD,Houston,2018-01-08,2019-11-01,500.64,NGN,472.03,Deposit,577,15342.65,active,YES,Lawyer,-919.97,sara.wilson@gmail.com,Customer flagged for review
CUST-1601,TXN238695,29,MALE,CHECKING,Houston,19-Jul-2019,2022-07-17,9999999,USD ,,wire transfer,,10150.8,Defaulted,Yes,Teacher,13764036.46,john.jackson@yahoo.com,Customer flagged for review
CUST-1594,TXN232177,,Female,Savings,los angeles,08/25/19,2020-01-09,661.21,GBP,330.17,Withdrawal,655,3937.35,Default,no,accountant,1837.12,mike.davis@yahoo.com,Auto-debit setup confirmed
CUST-1409,TXN907868,25,male,SAVINGS,Los Angeles,05-May-2018,09/08/2019,9581.04,USD ,2707.46,withdrawal,,3575.29,,yes,,15391.42,alex.taylor@outlook.com,Loan disbursed to account
CUST-2511,TXN820990,59,male,FD,New York,2020-11-23,2023-11-28,6089.74,eur,2999.94,DEPOSIT,570,2642.77,ACTIVE,NO,,1367.23,taylor.jones@gmail.com,
CUST-1896,TXN427801,49,Female,Savings,N.Y.,01-Jul-2019,16/07/2020,4814.02,USD,938.9,atm,0,9319.71,active,,enginr,8595.96,sara.brown@yahoo.com,
CUST-2544,TXN226763,38,,CHECKING,N.Y.,04/26/21,03/21/2023,33252.08,NGN,14874.57,Transfer,757,,Default,YES,,57432.79,lee.anderson@yahoo.com,
CUST-1797,TXN591519,61,F,Checking,,07/11/2019,12/12/2021,76694.41,gbp,30989.13,Deposit,,22628.97,Defaulted,no,Lawyer,142077.4,taylor.anderson@outlook.com,Customer flagged for review
CUST-2248,TXN448075,34,female,savings,Chicago,2022-02-08,2022-04-02,685.47,USD ,-126.37,Withdrawal,596,9831.82,,Yes,accountant,,chris.jones@gmail.com,
CUST-1404,TXN863181,46,F,checking,Chicago,30-Aug-2018,2018-09-11,5593.15,USD ,2026.23,ATM,615,16686.94,Closed,Yes,LAWYER,,alexwilsongmail.com,
CUST-1623,TXN882504,44,,CHECKING,LA,02-12-2021,18/04/2021,12883.79,NGN,4725.03,atm,550,8560.67,active,NO,Doctor,3596.47,patjonesgmail.com,Loan disbursed to account
CUST-2499,TXN369825,-1,Female,Savings,Los Angeles,2023-11-03,2023-12-11,573.42,NGN,166.75,atm,642,5146.69,ACTIVE,no,Teachcr,5475.11,mike.moore@gmail.com,Customer flagged for review
cust2742,TXN668716,39,Female,Fixed Deposit,CHI,2019-10-31,11/09/2020,11416.21,EUR,929.67,Withdrawal,733,,,Yes,Accountant,27172.46,jane.taylor@gmail.com,KYC documents pending
CUST-1321,TXN307488,74,MALE,fixed deposit,Phoenix,23-Apr-2020,2022-10-23,13285.12,EUR,4089.07,wire transfer,525,5281.07,Active,no,,18776.99,chris.wilson@outlook.com,Account dormant >6 months
CUST-1793,TXN561644,61,MALE,Fixed Deposit,Phoenix,2021-01-06,29/06/2023,528.48,gbp,-260.67,atm,506,2089.23,,No,enginr,-2993.54,taylor.wilson@bank.org,KYC documents pending
CUST-1578,TXN430726,35,M,Checking,new york,31/02/2020,25/06/2022,5763.22,NGN,2020.33,Deposit,686,,DEFAULT,YES,Teacher,8639.52,chris.anderson@gmail.com,
CUST-2583,TXN818849,39,F,fixed deposit,new york,03-23-2022,2023-01-26,9146.87,EUR,2601.96,wire transfer,686,,active,Yes,enginr,,morgan.smith@bank.org,Loan disbursed to account
CUST-1485,TXN407565,42,male,FD,CHI,31-Jul-2023,2024-03-10,567.61,EUR,203.32,ATM,625,17670.65,closed,YES,Engineer,6970.87,pat.brown@bank.org,KYC documents pending
CUST-1644,TXN491823,49,Female,Savings,New York,01/23/20,22/06/2022,633.47,NGN,202.81,withdrawal,,6515.6,Active,YES,Teacher,-3265.27,mike.wilson@bank.org,Customer flagged for review
CUST-1670,TXN857440,33,FEMALE,CHECKING,los angeles,01/27/20,09/08/2020,1373.83,USD,397.68,Withdrawal,633,3840.75,closed,No,Teacher,1112.23,john.moore@bank.org,
CUST--6378,TXN731312,62,Female,fixed deposit,Houston,10/17/20,01/06/2021,795.04, USD,-19.72,wire transfer,744,,closed,Yes,Lawyer,-323.11,chris.jackson@outlook.com,Customer flagged for review
CUST-2264,TXN314593,65,F,FD,CHI,04/10/2018,06/17/2021,801.3,USD ,31.23,atm,730,7751.48,DEFAULT,Yes,LAWYER,7654.71,pat.miller@outlook.com,
CUST-1869,TXN163382,57,F,checking,,04-27-2024,2024-05-14,1500.01,usd,201.17,wire transfer,620,2104.75,ACTIVE,NO,Accountant,-1661.71,sara.moore@outlook.com,KYC documents pending
CUST-1095,TXN620856,75,F,CHECKING,Houston,10-23-2020,04/30/2024,167.64,USD ,26.34,withdrawal,654,95153.07,closed,No,teachr,-682.32,jane.brown@bank.org,Account dormant >6 months
CUST-2065,TXN115697,52,Male,FD,,31-Oct-2022,12/16/2023,629.17,usd,338.74,Wire Transfer,1200,-646.36,DEFAULT,yes,Accounsant,-2840.4,lee.moore@outlook.com,Account dormant >6 months
CUST-1436,TXN877093,22,Male,Fixed Deposit,New York,19-Jan-2022,16/10/2022,837.54, USD,-18.73,Transfer,732,,active,YES,LAWYER,-521.04,sara.taylor@yahoo.com,
CUST-2295,TXN896962,27,female,SAVINGS,,12/03/21,11/22/2023,45631.24,USD ,14697.44,withdrawal,660,808.99,closed,YES,Lawyer,81940.02,mike.taylor@bank.org,Loan disbursed to account
CUST-2106,TXN824349,33,FEMALE,Checking,,12-17-2020,28/10/2021,830.0,eur,332.62,ATM,700,5043.33,Default,no,teachr,-2891.77,pat.anderson@bank.org,KYC documents pending
CUST-2770,TXN728176,67,MALE,fixed deposit,los angeles,08/20/22,01/20/2024,1449.74,usd,,ATM,,2546.78,Defaulted,No,,-8097.94,,
CUST-2390,TXN290050,37,male,SAVINGS,Phoenix,05-Jul-2023,2023-10-08,3675.63,gbp,1563.17,DEPOSIT,727,21315.25,closed,yes,Lawyer,5135.64,jane.miller@yahoo.com,
CUST-2758,TXN632859,69,M,Savings,Los Angeles,06/13/20,01/07/2024,12453.59,NGN,6173.38,wire transfer,599,3996.98,closed,NO,Lawyer,-1231.49,alex.davis@bank.org,KYC documents pending
CUST-2205,TXN743875,24,Male,Checking,N.Y.,04/01/22,01/01/2023,315.4,USD,417.35,atm,625,4969.7,ACTIVE,no,Teacher,8343.56,mike.jackson@bank.org,
CUST-3183,TXN111659,,MALE,CHECKING,New York,04-26-2018,2024-05-19,9999999,USD ,1845176.85,DEPOSIT,705,1623.53,ACTIVE,No,Doctet,11301771.11,chris.wilson@outlook.com,KYC documents pending
CUST-1889,TXN114957,20,MALE,savings,new york,04-Oct-2022,2023-09-07,1349.59, USD,537.76,withdrawal,536,3071.36,active,no,Docter,186.51,pat.wilson@bank.org,Customer flagged for review
CUST-2477,TXN239009,41,Female,Current,Chicago,26-Nov-2021,2024-04-01,3053.94, USD,366.18,ATM,608,3211.87,Defaulted,yes,teachr,-5251.43,john.miller@bank.org,Account dormant >6 months
CUST-1260,TXN542372,-1,FEMALE,Fixed Deposit,New York,09-20-2020,01/12/2022,5272.69,usd,2017.2,ATM,694,23879.62,DEFAULT,YES,teachr,9999999999,chris.anderson@bank.org,Customer flagged for review
CUST-1738,TXN682296,52,MALE,Checking,Houston,19-Aug-2020,09/09/2022,7113.76,usd,2967.54,Deposit,718,,ACTIVE,Yes,aocter,17016.24,taylor.jones@yahoo.com,
CUST-2473,TXN409161,36,M,Checking,CHI,11/24/21,04/09/2023,745.39,EUR,21.03,withdrawal,632,11917.34,ACTIVE,Yes,,3989.18,pat.jones@yahoo.com,KYC documents pending
CUST-1520,TXN193351,30,female,Savings,Phoenix,16/05/2018,2022-04-30,209.85,USD ,-76.29,withdrawal,617,,closed,No,Engineer,888.67,mike.anderson@yahoo.com,Loan disbursed to account
CUST-1980,TXN164758,35,M,Fixed Deposit,Chicago,12-Sep-2019,01/06/2021,143.64,NGN,-3.91,Withdrawal,602,3082.24,Default,yes,Docter,-74.94,jane.jackson@bank.org,
CUST-2008,TXN482929,,Female,checking,Phoenix,05/27/18,2024-06-08,609.32,eur,-377.24,ATM,666,14896.85,closed,yes,Docter,,chris.smith@yahoo.com,
CUST-2165,TXN153321,-1,FEMALE,Savings,CHI,03/08/2022,08/08/2022,4744.98,USD,309.16,withdrawal,616,2995.38,DEFAULT,Yes,Docter,11222.28,mike.taylor@yahoo.com,Loan disbursed to account
CUST-2413,TXN648322,44,female,fixed deposit,CHI,01/07/18,23/05/2018,3283.81,gbp,1043.08,Deposit,655,63437.55,Default,YES,Doctor,-5326.61,morgan.anderson@outlook.com,
CUST-2682,TXN755549,44,M,SAVINGS,New York,30-May-2019,06/06/2019,2160.71,GBP,-562.69,Transfer,593,,ACTIVE,YES,Doctor,5400.56,alex.smith@bank.org,
CUST-1906,TXN245535,30,,checking,New York,05-23-2023,04/04/2024,2597.31, USD,821.57,Transfer,693,20943.73,ACTIVE,yes,Docter,2480.8,mike.smith@outlook.com,KYC documents pending
CUST-1191,TXN746281,62,female,Current,,10-05-2020,2024-05-09,421.28,eur,289.45,ATM,679,3165.67,Closed,No,Lawyer,,morgan.smith@yahoo.com,KYC documents pending
CUST-2359,TXN770978,50,,Fixed Deposit,Los Angeles,26/10/2022,09/03/2023,804.74,usd,-30.92,atm,567,,ACTIVE,No,enginr,-2831.58,taylor.smith@outlook.com,Customer flagged for review
CUST-2809,TXN217816,60,F,fixed deposit,New York,03/17/23,03/17/2024,170.83,usd,39.16,ATM,826,18122.93,Closed,Yes,Lawyer,11088.12,jane.taylor@yahoo.com,Account dormant >6 months
CUST-1371,TXN414637,31,M,SAVINGS,LA,10/09/19,08/05/2021,1885.9,gbp,145.89,ATM,635,8575.37,closed,yes,Engineer,4347.92,lee.davis@,Loan disbursed to account
CUST-3128,TXN569865,47,F,checking,Los Angeles,07-07-2018,01/08/2020,8351.2,GBP,1388.4,Transfer,604,,DEFAULT,yes,accountant,7735.03,chris.jackson@yahoo.com,
CUST-3176,TXN298275,18,Male,CHECKING,new york,12-Nov-2018,09/12/2020,375.16,gbp,184.93,atm,,,Closed,NO,LAWYER,-5140.56,mike.jackson@gmail.com,Auto-debit setup confirmed
CUST-2857,TXN425267,71,FEMALE,checking,los angeles,11/04/19,2021-12-02,217.64,gbp,-140.92,DEPOSIT,624,10015.4,,Yes,Accountant,5436.1,taylor.taylor@outlook.com,Account dormant >6 months
CUST-3096,TXN126946,64,FEMALE,fixed deposit,N.Y.,06/20/22,07/27/2023,7498.38,EUR,1871.69,ATM,530,6336.01,active,Yes,LAWYER,8725.6,alex.anderson@gmail.com,
CUST-1768,TXN509977,23,Male,SAVINGS,new york,2019-12-02,2023-09-12,220268.95,EUR,62843.67,wire transfer,734,6817.16,Closed,YES,LAWYER,269987.36,pat.anderson@outlook.com,Auto-debit setup confirmed
CUST-2216,TXN692837,36,male,SAVINGS,Houston,10/12/2018,03/08/2023,1267.15,eur,-205.46,Transfer,,,active,Yes,enginr,5321.54,pat.miller@gmail.com,Loan disbursed to account
CUST-2924,TXN321709,200,Female,checking,Phoenix,03-15-2019,08/09/2023,1102.41,NGN,,wire transfer,,1630.73,Default,Yes,Engineer,-8726.34,sara.miller@bank.org,Account dormant >6 months
CUST-2142,TXN355630,30,male,CHECKING,New York,01-17-2022,02/11/2024,1886.01,NGN,310.07,Wire Transfer,623,2119.5,ACTIVE,no,teachr,5823.33,morgan.brown@gmail.com,KYC documents pending
CUST-2844,TXN554477,63,MALE,Checking,Chicago,30-Mar-2021,23/05/2024,5928.84,eur,1162.35,Wire Transfer,729,-158.56,active,yes,Dxcter,8307.54,mike.jones@yahoo.com,Loan disbursed to account
CUST-2879,TXN591022,69,FEMALE,savings,LA,11/28/22,04/14/2024,16642.76,eur,760.39,Withdrawal,556,28989.35,Default,no,Accountant,25575.63,sara.taylor@outlook.com,Transaction verified by branch LA
CUST-1551,TXN838359,54,male,SAVINGS,N.Y.,09/01/18,19/02/2022,7207.16,NGN,730.84,Deposit,686,61347.5,Defaulted,Yes,Accountant,9999999999,,KYC documents pending
CUST--1820,TXN377388,27,M,Current,LA,25-Mar-2018,2022-06-13,7944.37,USD ,3381.31,wire transfer,,26291.49,DEFAULT,,teachr,-926.43,jane.brown@outlook.com,
CUST-1917,TXN297006,34,Female,CHECKING,LA,10/03/18,05/20/2020,20660.25,USD ,9157.16,wire transfer,561,11470.82,Defaulted,yes,Engineer,31520.07,mike.brown@gmail.com,Auto-debit setup confirmed
CUST-2620,TXN620356,30,female,Checking,Chicago,2022-03-13,12/08/2022,6037.37,GBP,3043.73,Withdrawal,687,14900.28,Active,No,Teacher,5931.74,john.moore@yahoo.com,
CUST-2891,TXN244379,50,Male,CHECKING,Houston,08/24/19,2024-04-14,4034.38,eur,1560.0,Transfer,640,7827.79,active,yes,Engineer,8922.93,morgan.miller@outlook.com,Loan disbursed to account
CUST-1441,TXN897872,48,M,Savings,los angeles,05-Jun-2020,26/12/2020,3837.94,GBP,824.08,Wire Transfer,569,25333.39,Active,Yes,Engineer,8602.29,lee.wilson@yahoo.com,KYC documents pending
CUST-1702,TXN381249,40,Female,Current,Phoenix,10-Jul-2022,20/09/2023,4113.67,USD,457.18,Wire Transfer,728,19324.99,Active,YES,Teacher,919.86,sara.davis@bank.org,Transaction verified by branch Phoenix
CUST-1830,TXN617430,36,female,checking,N.Y.,20-May-2024,06/05/2024,592.25,usd,319.69,Wire Transfer,675,16107.91,active,Yes,Docter,7888.55,mike.brown@bank.org,Customer flagged for review
CUST-2825,TXN766089,54,male,Savings,Los Angeles,11/06/23,2024-02-12,5294.28,GBP,2207.88,ATM,668,5508.11,Active,No,teschr,3733.53,jane.taylor@bank.org,Loan disbursed to account
CUST-1767,TXN795317,57,male,savings,New York,2022-07-15,2023-02-16,13509.74,eur,5829.14,ATM,664,20700.55,Defaulted,NO,Docter,,morgan.miller@bank.org,Transaction verified by branch New York
CUST-3187,TXN947557,71,,checking,los angeles,06/26/22,05/15/2023,2280.11,gbp,780.48,DEPOSIT,600,3550.47,active,no,Docter,4558.7,chris.jones@bank.org,
CUST-2999,TXN736151,25,female,Fixed Deposit,new york,23-Dec-2018,2021-05-20,1426.08,GBP,227.84,Deposit,508,8263.02,Default,NO,Teacher,1731.89,john.smith@bank.org,
